country,state,city,date,pm25,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket,wind_speed,humidity,deforestation_rate,industry_growth,co2_emission,population_density,source_file,aqi_bucket_clean,target_aqi_bucket,year,month,quarter,day_of_year,decade,is_covid_period,season,month_sin,month_cos,doy_sin,doy_cos,pm25_pm10_ratio,pm10_minus_pm25,no2_nox_ratio,benzene_toluene_ratio,so2_no2_ratio,pm25_humidity_interaction,high_humidity_flag,pm25_wind_dispersion,low_wind_flag,industry_density_interaction,co2_per_density,country_freq,city_freq,state_freq,country_city_freq,pm25_lag_1,pm25_lag_3,pm25_lag_12,pm10_lag_1,pm10_lag_3,pm10_lag_12,no2_lag_1,no2_lag_3,no2_lag_12,o3_lag_1,o3_lag_3,o3_lag_12,co_lag_1,co_lag_3,co_lag_12,humidity_lag_1,humidity_lag_3,humidity_lag_12,wind_speed_lag_1,wind_speed_lag_3,wind_speed_lag_12,split
Egypt,Alexandria,Abu Qir,2014-01-01,43.969803571281055,136.9768394996645,19.17030954466759,100.2881726133214,63.31299554373416,17.731717029458714,1.1845513941799668,39.832527462905276,46.446183281241,0.721610672646994,1.1218837858642103,0.5890006891519319,122.0,Unhealthy for Sensitive Groups,12.729838798569494,54.476456089474,0.0867902183929115,5.433258486718382,6.097722815923226,4939.048113375453,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.32100173584737307,93.00703592838343,1.5840060980851889,0.6432128162707215,0.3971807046410732,2395.3190735136895,0,3.2024996226366658,0,26835.125078307596,0.0012343448233658504,0.04598698481561822,0.0004338394793926247,0.0017353579175704988,0.0004338394793926247,43.969803571281055,43.969803571281055,43.969803571281055,136.9768394996645,136.9768394996645,136.9768394996645,100.2881726133214,100.2881726133214,100.2881726133214,46.446183281241,46.446183281241,46.446183281241,1.1845513941799668,1.1845513941799668,1.1845513941799668,54.476456089474,54.476456089474,54.476456089474,12.729838798569494,12.729838798569494,12.729838798569494,train
Turkey,Aegean,Denizli,2014-01-01,41.2362426601744,90.90861863482404,15.44533586848024,35.40804117705334,26.9522898341328,6.048546541858183,0.8728735451082508,5.236764601021001,50.31107042200272,1.565133705142946,3.2099472881305537,1.152932960305212,115.0,Unhealthy for Sensitive Groups,16.129901137426284,74.3833629344099,0.910102339124336,7.083463812387335,0.9835472290320308,295.46212649635225,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.4536010207372919,49.67237597464964,1.3137303019976339,0.48758844836546145,0.14789760401987878,3067.290403843149,0,2.4072668212941024,0,2092.8952809679204,0.003317615105361975,0.03210412147505423,0.0004338394793926247,0.0034707158351409977,0.0004338394793926247,41.2362426601744,41.2362426601744,41.2362426601744,90.90861863482404,90.90861863482404,90.90861863482404,35.40804117705334,35.40804117705334,35.40804117705334,50.31107042200272,50.31107042200272,50.31107042200272,0.8728735451082508,0.8728735451082508,0.8728735451082508,74.3833629344099,74.3833629344099,74.3833629344099,16.129901137426284,16.129901137426284,16.129901137426284,train
Egypt,Aswan,Abu Simbel,2014-01-01,28.550644949776657,92.66462595335172,7.94825814538555,32.51448892466999,21.44525594712944,18.287981233879684,1.0967670250134902,5.694257270680473,89.82681338077265,0.9377646573946476,2.2801470498285927,1.3358719775639896,86.0,Moderate,8.082949425940036,30.270110239306756,0.0226058892667405,2.938985929115699,0.9284074988785772,2621.5635879926317,data\raw\global_air_quality_2014_2025.csv,Moderate,Moderate,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.30810726690940365,64.11398100357506,1.5161622453314658,0.41127358263650593,0.1751298354632967,864.2311700330462,0,3.143323122359213,0,7704.73849739241,0.00035400762182822833,0.04598698481561822,0.0004338394793926247,0.0017353579175704988,0.0004338394793926247,28.550644949776657,28.550644949776657,28.550644949776657,92.66462595335172,92.66462595335172,92.66462595335172,32.51448892466999,32.51448892466999,32.51448892466999,89.82681338077265,89.82681338077265,89.82681338077265,1.0967670250134902,1.0967670250134902,1.0967670250134902,30.270110239306756,30.270110239306756,30.270110239306756,8.082949425940036,8.082949425940036,8.082949425940036,train
Turkey,Black Sea,Corum,2014-01-01,27.58436562787603,52.1182085605164,5.699326912973632,28.838695207925163,18.305151724076364,4.380849313936579,0.6013220229145289,6.724737298888157,51.75913306489561,0.8430280006367862,2.0228010311670968,0.9024960111819136,84.0,Moderate,9.137257462890798,71.58022220475306,1.2514512855578197,7.799515175158527,0.9645563668054644,303.3811079762932,data\raw\global_air_quality_2014_2025.csv,Moderate,Moderate,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.5292654114651961,24.533842932640372,1.5754413876041724,0.4167624847352877,0.23318451189343753,1974.4950210205186,0,2.721087604695197,0,2366.2255555175066,0.0031689100983251207,0.03210412147505423,0.0004338394793926247,0.006073752711496746,0.0004338394793926247,27.58436562787603,27.58436562787603,27.58436562787603,52.1182085605164,52.1182085605164,52.1182085605164,28.838695207925163,28.838695207925163,28.838695207925163,51.75913306489561,51.75913306489561,51.75913306489561,0.6013220229145289,0.6013220229145289,0.6013220229145289,71.58022220475306,71.58022220475306,71.58022220475306,9.137257462890798,9.137257462890798,9.137257462890798,train
Egypt,Asyut,Abutig,2014-01-01,46.81497149728343,133.67151183397965,21.661093064348357,66.11776799113278,46.522796359405,14.597971713150258,0.8774037383796005,22.119156505691677,70.71083550054334,1.0189632621263778,1.7137711572505612,1.229563950873728,129.0,Unhealthy for Sensitive Groups,6.527330393549167,61.27361605682314,0.0606562947874615,4.71872891668132,4.352932872014261,3316.8264922217145,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.3502239969067137,86.85654033669621,1.4211907224827804,0.5945733555160103,0.3345417857135823,2868.5225892356634,0,6.219332625203128,0,15651.205080461274,0.001311983276467061,0.04598698481561822,0.0004338394793926247,0.0017353579175704988,0.0004338394793926247,46.81497149728343,46.81497149728343,46.81497149728343,133.67151183397965,133.67151183397965,133.67151183397965,66.11776799113278,66.11776799113278,66.11776799113278,70.71083550054334,70.71083550054334,70.71083550054334,0.8774037383796005,0.8774037383796005,0.8774037383796005,61.27361605682314,61.27361605682314,61.27361605682314,6.527330393549167,6.527330393549167,6.527330393549167,train
Turkey,Marmara,Canakkale,2014-01-01,20.571011193809383,46.42573961329027,11.415232704483664,29.07685698685804,21.460807536411103,6.319744532717734,0.5661835065663174,2.6888185490079235,68.87861225258527,0.7456689750392947,1.5336268371133337,0.5976304561053286,69.0,Moderate,10.357769545061355,63.58712060112416,1.2967342230763117,5.490098861773145,2.3091081236872864,280.42316609269164,data\raw\global_air_quality_2014_2025.csv,Moderate,Moderate,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.44309494952721407,25.854728419480885,1.3548817108882594,0.4862124675845921,0.09247280260553589,1308.0513696678324,0,1.8111840632260563,0,1539.550904980308,0.008205110317488011,0.03210412147505423,0.0004338394793926247,0.004772234273318872,0.0004338394793926247,20.571011193809383,20.571011193809383,20.571011193809383,46.42573961329027,46.42573961329027,46.42573961329027,29.07685698685804,29.07685698685804,29.07685698685804,68.87861225258527,68.87861225258527,68.87861225258527,0.5661835065663174,0.5661835065663174,0.5661835065663174,63.58712060112416,63.58712060112416,63.58712060112416,10.357769545061355,10.357769545061355,10.357769545061355,train
Egypt,Dakahlia,Aga,2014-01-01,40.441458875163285,103.42666232225385,11.982008760395624,58.17678741698175,37.18416197401002,30.0058220657107,1.5277973684124753,15.167555330467753,72.51230820667764,1.4060734707835814,1.983207322724144,1.4728488537902609,113.0,Unhealthy for Sensitive Groups,25.97550832057413,22.839419131259223,0.029111144365116,3.992700282207335,2.35601178655092,3412.732360694679,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.3910157939559255,62.98520344709056,1.5645582087633545,0.7089892951095488,0.2607148958061143,923.6594295294375,0,1.4991917258633722,0,13626.017459643748,0.0006901571469625938,0.04598698481561822,0.0004338394793926247,0.0021691973969631237,0.0004338394793926247,40.441458875163285,40.441458875163285,40.441458875163285,103.42666232225385,103.42666232225385,103.42666232225385,58.17678741698175,58.17678741698175,58.17678741698175,72.51230820667764,72.51230820667764,72.51230820667764,1.5277973684124753,1.5277973684124753,1.5277973684124753,22.839419131259223,22.839419131259223,22.839419131259223,25.97550832057413,25.97550832057413,25.97550832057413,train
Turkey,Marmara,Bursa,2014-01-01,37.95889748333163,70.65907647703425,15.960780470197596,44.73220736794665,32.16728355421645,10.673895414285788,0.8042563908672279,10.215400565445265,14.717226461797717,0.8227417004674441,1.9448125149608264,0.987926009452783,107.0,Unhealthy for Sensitive Groups,8.73345495782126,41.87579173255562,0.2964410993145766,2.338559974244221,3.4517835389222657,396.80706035435475,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.5372119031085442,32.700178993702615,1.3906118588453622,0.42304400609022724,0.2283679017458307,1589.558885409425,0,3.899837996664276,0,927.9571088422049,0.008677029351483906,0.03210412147505423,0.0004338394793926247,0.004772234273318872,0.0004338394793926247,37.95889748333163,37.95889748333163,37.95889748333163,70.65907647703425,70.65907647703425,70.65907647703425,44.73220736794665,44.73220736794665,44.73220736794665,14.717226461797717,14.717226461797717,14.717226461797717,0.8042563908672279,0.8042563908672279,0.8042563908672279,41.87579173255562,41.87579173255562,41.87579173255562,8.73345495782126,8.73345495782126,8.73345495782126,train
Turkey,Marmara,Balikesir,2014-01-01,34.71658523854743,59.45762444273332,20.263912282958216,54.86942731699099,39.82066998797308,8.210557999335089,0.6158157898133972,5.405440637840306,29.555799481452578,1.0660688543958257,2.871757209123345,0.772822148547974,99.0,Moderate,11.070185472138164,49.6266861724968,0.9352487401212642,5.094095177484906,1.3965709725649291,269.26997711480686,data\raw\global_air_quality_2014_2025.csv,Moderate,Moderate,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.5838878525679562,24.74103920418589,1.377913178147175,0.37122514388885897,0.09851461558177826,1722.8690806141283,0,2.8762263279785034,0,1371.6868918620087,0.005167318203352219,0.03210412147505423,0.0004338394793926247,0.004772234273318872,0.0004338394793926247,34.71658523854743,34.71658523854743,34.71658523854743,59.45762444273332,59.45762444273332,59.45762444273332,54.86942731699099,54.86942731699099,54.86942731699099,29.555799481452578,29.555799481452578,29.555799481452578,0.6158157898133972,0.6158157898133972,0.6158157898133972,49.6266861724968,49.6266861724968,49.6266861724968,11.070185472138164,11.070185472138164,11.070185472138164,train
Egypt,Monufia,Ashmoun,2014-01-01,24.934932605591403,64.57924343510479,9.05454037307056,24.981108017777405,18.038893647149425,19.987343070994385,0.2814562339871669,5.167934894358049,48.55024462182701,0.7774156116761268,1.217185985870031,0.4484666991055706,78.0,Moderate,8.587368604846864,59.380687572656655,0.0426138822072246,2.2509748250607045,2.6808732587434494,3882.2771544483335,data\raw\global_air_quality_2014_2025.csv,Moderate,Moderate,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.3861137246758645,39.64431082951339,1.384846938042571,0.6386985900284166,0.206873717683245,1480.6534426978726,0,2.600810882872035,0,8738.908138571507,0.0006903636161205959,0.04598698481561822,0.0004338394793926247,0.0017353579175704988,0.0004338394793926247,24.934932605591403,24.934932605591403,24.934932605591403,64.57924343510479,64.57924343510479,64.57924343510479,24.981108017777405,24.981108017777405,24.981108017777405,48.55024462182701,48.55024462182701,48.55024462182701,0.2814562339871669,0.2814562339871669,0.2814562339871669,59.380687572656655,59.380687572656655,59.380687572656655,8.587368604846864,8.587368604846864,8.587368604846864,train
Turkey,Black Sea,Bartin,2014-01-01,38.14513510656917,54.71093561633915,15.00922501293955,30.56810228591489,24.15598346839285,7.702594613397058,1.1947383921673418,9.322209111796182,55.41522595176605,0.8297594238566182,1.5088624982827306,0.4195005632922641,108.0,Unhealthy for Sensitive Groups,17.14061483647234,61.671408484578194,0.4311401536799382,4.47467648542807,1.0722540080025085,225.2262182553401,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.6972122479653787,16.56580050976998,1.2654463462630572,0.5499234521883424,0.3049652451315699,2352.4642088566516,0,2.102747643915411,0,1007.8144627290606,0.004739742441312714,0.03210412147505423,0.0004338394793926247,0.006073752711496746,0.0004338394793926247,38.14513510656917,38.14513510656917,38.14513510656917,54.71093561633915,54.71093561633915,54.71093561633915,30.56810228591489,30.56810228591489,30.56810228591489,55.41522595176605,55.41522595176605,55.41522595176605,1.1947383921673418,1.1947383921673418,1.1947383921673418,61.671408484578194,61.671408484578194,61.671408484578194,17.14061483647234,17.14061483647234,17.14061483647234,train
Egypt,Luxor,Armant,2014-01-01,47.562318264254166,101.39298987909292,17.125075333019666,57.34280538448039,39.46797678027503,25.896745818703565,1.4177343164354572,7.859100563265337,56.314871515194746,0.940668713385416,1.6760667112096244,1.247528796881309,131.0,Unhealthy for Sensitive Groups,16.720527043325536,41.77629142249589,0.0847221861639308,5.423509747672255,3.5354524530186864,4544.057658179816,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.46908881819030596,53.83067161483876,1.452894437706375,0.5612355080252288,0.1370546901832899,1986.9772685369808,0,2.684023908993643,0,24644.741003122992,0.0007778674593172375,0.04598698481561822,0.0004338394793926247,0.0013015184381778742,0.0004338394793926247,47.562318264254166,47.562318264254166,47.562318264254166,101.39298987909292,101.39298987909292,101.39298987909292,57.34280538448039,57.34280538448039,57.34280538448039,56.314871515194746,56.314871515194746,56.314871515194746,1.4177343164354572,1.4177343164354572,1.4177343164354572,41.77629142249589,41.77629142249589,41.77629142249589,16.720527043325536,16.720527043325536,16.720527043325536,train
Turkey,Southeastern Anatolia,Batman,2014-01-01,36.74474558072086,76.52792992991388,9.764419136447204,39.11560909057726,25.90641496032297,9.92632762180312,1.2813415655036602,6.446840301145677,49.78774670338328,0.7311504732212634,1.8437631389770304,0.469913822133954,104.0,Unhealthy for Sensitive Groups,17.368180359979984,47.34997393581903,1.090559762270743,4.931002830364607,1.637861129628181,307.94704070755023,data\raw\global_air_quality_2014_2025.csv,Unhealthy,Unhealthy,2014,1,1,1,2010,0,Winter,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.48014816465340715,39.78318434919302,1.509881148765806,0.39655314785920787,0.16481502618052446,1739.862745525434,0,2.0004564883726403,0,1518.487729331335,0.00530143006347351,0.03210412147505423,0.0004338394793926247,0.0039045553145336228,0.0004338394793926247,36.74474558072086,36.74474558072086,36.74474558072086,76.52792992991388,76.52792992991388,76.52792992991388,39.11560909057726,39.11560909057726,39.11560909057726,49.78774670338328,49.78774670338328,49.78774670338328,1.2813415655036602,1.2813415655036602,1.2813415655036602,47.34997393581903,47.34997393581903,47.34997393581903,17.368180359979984,17.368180359979984,17.368180359979984,train
